SubscriptionLogId,CustomerId,ClubPlanName,MonthlyFeeBRL,PointsCredited,BillingDate,PaymentStatus,PaymentMethod
SUB-904238,CUST-10357,Clube Top 20k,799.90,20000,2024-04-15T06:00:00Z,Paid,PIX Auto
SUB-911286,CUST-10954,Clube Special 3k,129.90,3000,2024-04-15T07:00:00Z,Paid,PIX Auto
SUB-907685,CUST-10657,Clube Top 20k,799.90,20000,2024-04-15T08:00:00Z,Paid,PIX Auto
SUB-901802,CUST-10150,Clube Top 20k,799.90,20000,2024-04-15T09:00:00Z,Paid,PIX Auto
SUB-909272,CUST-10778,Clube Super 10k,489.90,10000,2024-04-15T09:00:00Z,Paid,PIX Auto
SUB-907672,CUST-10655,Clube Super 10k,489.90,10000,2024-04-15T10:00:00Z,Paid,Auto Debit
SUB-911313,CUST-10956,Clube Top 20k,799.90,20000,2024-04-15T11:00:00Z,Paid,PIX Auto
SUB-906860,CUST-10587,Clube Super 10k,489.90,0,2024-04-15T12:00:00Z,Cancelled,PIX Auto
SUB-902717,CUST-10222,Clube Plus 5k,219.90,0,2024-04-16T06:00:00Z,Payment Failed,Credit Card
SUB-911828,CUST-10998,Clube Plus 5k,219.90,5000,2024-04-16T06:00:00Z,Paid,PIX Auto
SUB-901607,CUST-10134,Clube Super 10k,489.90,10000,2024-04-16T07:00:00Z,Paid,PIX Auto
SUB-904905,CUST-10416,Clube Special 3k,129.90,3000,2024-04-16T07:00:00Z,Paid,Credit Card
SUB-900751,CUST-10061,Clube Special 3k,129.90,3000,2024-04-16T08:00:00Z,Paid,Auto Debit
SUB-901447,CUST-10121,Clube Classic 1k,44.90,1000,2024-04-16T08:00:00Z,Paid,Credit Card
SUB-900145,CUST-10011,Clube Classic 1k,44.90,1000,2024-04-16T09:00:00Z,Paid,Credit Card
SUB-901361,CUST-10115,Clube Plus 5k,219.90,5000,2024-04-16T10:00:00Z,Paid,Credit Card
SUB-907780,CUST-10664,Clube Top 20k,799.90,20000,2024-04-16T11:00:00Z,Paid,Auto Debit
SUB-910594,CUST-10887,Clube Special 3k,129.90,3000,2024-04-16T11:00:00Z,Paid,Auto Debit
SUB-901542,CUST-10127,Clube Super 10k,489.90,10000,2024-04-16T12:00:00Z,Paid,PIX Auto
SUB-902373,CUST-10195,Clube Plus 5k,219.90,5000,2024-04-16T12:00:00Z,Paid,PIX Auto
SUB-907624,CUST-10652,Clube Super 10k,489.90,10000,2024-04-16T12:00:00Z,Paid,Credit Card
SUB-908028,CUST-10681,Clube Classic 1k,44.90,1000,2024-04-16T12:00:00Z,Paid,Credit Card
SUB-910501,CUST-10882,Clube Top 20k,799.90,20000,2024-04-16T12:00:00Z,Paid,Credit Card
SUB-911775,CUST-10994,Clube Plus 5k,219.90,5000,2024-04-17T06:00:00Z,Paid,PIX Auto
SUB-902509,CUST-10204,Clube Super 10k,489.90,10000,2024-04-17T07:00:00Z,Paid,Auto Debit
SUB-900102,CUST-10009,Clube Plus 5k,219.90,5000,2024-04-17T08:00:00Z,Paid,PIX Auto
SUB-906268,CUST-10546,Clube Plus 5k,219.90,5000,2024-04-17T09:00:00Z,Paid,Credit Card
SUB-911329,CUST-10957,Clube Plus 5k,219.90,5000,2024-04-17T09:00:00Z,Paid,Credit Card
SUB-903558,CUST-10289,Clube Plus 5k,219.90,5000,2024-04-17T10:00:00Z,Paid,Credit Card
SUB-905455,CUST-10466,Clube Super 10k,489.90,10000,2024-04-17T10:00:00Z,Paid,Credit Card
SUB-905551,CUST-10475,Clube Super 10k,489.90,10000,2024-04-17T10:00:00Z,Paid,Auto Debit
SUB-906938,CUST-10593,Clube Classic 1k,44.90,1000,2024-04-17T10:00:00Z,Paid,Credit Card
SUB-907451,CUST-10638,Clube Plus 5k,219.90,5000,2024-04-17T10:00:00Z,Paid,PIX Auto
SUB-909968,CUST-10837,Clube Plus 5k,219.90,5000,2024-04-17T10:00:00Z,Paid,Auto Debit
SUB-909237,CUST-10775,Clube Classic 1k,44.90,1000,2024-04-17T12:00:00Z,Paid,PIX Auto
SUB-901128,CUST-10093,Clube Classic 1k,44.90,1000,2024-04-18T07:00:00Z,Paid,Credit Card
SUB-904850,CUST-10412,Clube Super 10k,489.90,10000,2024-04-18T07:00:00Z,Paid,Credit Card
SUB-901876,CUST-10154,Clube Super 10k,489.90,10000,2024-04-18T08:00:00Z,Paid,Credit Card
SUB-901115,CUST-10092,Clube Top 20k,799.90,20000,2024-04-18T09:00:00Z,Paid,Credit Card
SUB-905631,CUST-10480,Clube Plus 5k,219.90,5000,2024-04-18T09:00:00Z,Paid,Auto Debit
SUB-908498,CUST-10719,Clube Top 20k,799.90,20000,2024-04-18T09:00:00Z,Paid,Credit Card
SUB-904447,CUST-10380,Clube Top 20k,799.90,20000,2024-04-18T10:00:00Z,Paid,Credit Card
SUB-907244,CUST-10620,Clube Super 10k,489.90,10000,2024-04-18T10:00:00Z,Paid,Credit Card
SUB-910153,CUST-10849,Clube Plus 5k,219.90,5000,2024-04-18T10:00:00Z,Paid,Auto Debit
SUB-902407,CUST-10198,Clube Super 10k,489.90,10000,2024-04-18T11:00:00Z,Paid,PIX Auto
SUB-904568,CUST-10390,Clube Top 20k,799.90,20000,2024-04-18T11:00:00Z,Paid,Credit Card
SUB-911737,CUST-10986,Clube Super 10k,489.90,10000,2024-04-18T11:00:00Z,Paid,Credit Card
SUB-907612,CUST-10651,Clube Super 10k,489.90,10000,2024-04-18T12:00:00Z,Paid,Auto Debit
SUB-902689,CUST-10221,Clube Special 3k,129.90,3000,2024-04-19T07:00:00Z,Paid,Credit Card
SUB-909870,CUST-10826,Clube Super 10k,489.90,10000,2024-04-19T08:00:00Z,Paid,Credit Card
SUB-903822,CUST-10307,Clube Super 10k,489.90,10000,2024-04-19T09:00:00Z,Paid,Credit Card
SUB-905935,CUST-10512,Clube Super 10k,489.90,10000,2024-04-19T09:00:00Z,Paid,Credit Card
SUB-906721,CUST-10574,Clube Super 10k,489.90,10000,2024-04-19T09:00:00Z,Paid,Credit Card
SUB-909621,CUST-10810,Clube Super 10k,489.90,10000,2024-04-19T09:00:00Z,Paid,Credit Card
SUB-902844,CUST-10232,Clube Top 20k,799.90,0,2024-04-19T10:00:00Z,Payment Failed,Credit Card
SUB-905453,CUST-10465,Clube Super 10k,489.90,10000,2024-04-19T10:00:00Z,Paid,PIX Auto
SUB-905711,CUST-10489,Clube Special 3k,129.90,3000,2024-04-19T10:00:00Z,Paid,PIX Auto
SUB-906842,CUST-10585,Clube Special 3k,129.90,3000,2024-04-19T11:00:00Z,Paid,Credit Card
SUB-908800,CUST-10739,Clube Super 10k,489.90,10000,2024-04-19T11:00:00Z,Paid,Credit Card
SUB-910122,CUST-10847,Clube Super 10k,489.90,10000,2024-04-19T11:00:00Z,Paid,Auto Debit
SUB-902031,CUST-10165,Clube Super 10k,489.90,10000,2024-04-19T12:00:00Z,Paid,Credit Card
SUB-904003,CUST-10327,Clube Plus 5k,219.90,5000,2024-04-19T12:00:00Z,Paid,Credit Card
SUB-905273,CUST-10451,Clube Plus 5k,219.90,5000,2024-04-19T12:00:00Z,Paid,Auto Debit
SUB-907570,CUST-10649,Clube Top 20k,799.90,0,2024-04-20T06:00:00Z,Refunded,PIX Auto
SUB-908418,CUST-10716,Clube Classic 1k,44.90,1000,2024-04-20T07:00:00Z,Paid,Credit Card
SUB-909565,CUST-10801,Clube Super 10k,489.90,10000,2024-04-20T07:00:00Z,Paid,Auto Debit
SUB-909800,CUST-10822,Clube Classic 1k,44.90,1000,2024-04-20T08:00:00Z,Paid,Credit Card
SUB-904300,CUST-10360,Clube Plus 5k,219.90,5000,2024-04-20T10:00:00Z,Paid,PIX Auto
SUB-909039,CUST-10757,Clube Plus 5k,219.90,5000,2024-04-20T11:00:00Z,Paid,Auto Debit
SUB-905432,CUST-10464,Clube Top 20k,799.90,20000,2024-04-20T12:00:00Z,Paid,Credit Card
SUB-907650,CUST-10654,Clube Classic 1k,44.90,1000,2024-04-21T06:00:00Z,Paid,PIX Auto
SUB-911699,CUST-10984,Clube Classic 1k,44.90,1000,2024-04-21T06:00:00Z,Paid,Auto Debit
SUB-900678,CUST-10058,Clube Super 10k,489.90,10000,2024-04-21T08:00:00Z,Paid,Auto Debit
SUB-906554,CUST-10563,Clube Top 20k,799.90,20000,2024-04-21T08:00:00Z,Paid,Credit Card
SUB-908064,CUST-10684,Clube Plus 5k,219.90,5000,2024-04-21T09:00:00Z,Paid,PIX Auto
SUB-907959,CUST-10678,Clube Top 20k,799.90,20000,2024-04-21T10:00:00Z,Paid,PIX Auto
SUB-908408,CUST-10714,Clube Top 20k,799.90,20000,2024-04-21T10:00:00Z,Paid,PIX Auto
SUB-909379,CUST-10788,Clube Top 20k,799.90,20000,2024-04-21T10:00:00Z,Paid,Credit Card
SUB-905157,CUST-10439,Clube Plus 5k,219.90,5000,2024-04-21T12:00:00Z,Paid,Credit Card
SUB-905810,CUST-10502,Clube Super 10k,489.90,10000,2024-04-21T12:00:00Z,Paid,Credit Card
SUB-908443,CUST-10718,Clube Super 10k,489.90,10000,2024-04-21T12:00:00Z,Paid,Credit Card
SUB-911218,CUST-10948,Clube Special 3k,129.90,3000,2024-04-21T12:00:00Z,Paid,Auto Debit
SUB-911383,CUST-10961,Clube Super 10k,489.90,10000,2024-04-21T12:00:00Z,Paid,Credit Card
SUB-900967,CUST-10079,Clube Top 20k,799.90,20000,2024-04-22T06:00:00Z,Paid,Auto Debit
SUB-901476,CUST-10123,Clube Super 10k,489.90,10000,2024-04-22T06:00:00Z,Paid,PIX Auto
SUB-901555,CUST-10128,Clube Plus 5k,219.90,5000,2024-04-22T06:00:00Z,Paid,PIX Auto
SUB-901326,CUST-10113,Clube Special 3k,129.90,3000,2024-04-22T07:00:00Z,Paid,PIX Auto
SUB-901765,CUST-10146,Clube Top 20k,799.90,20000,2024-04-22T07:00:00Z,Paid,Credit Card
SUB-900870,CUST-10072,Clube Super 10k,489.90,10000,2024-04-22T08:00:00Z,Paid,Credit Card
SUB-902636,CUST-10218,Clube Plus 5k,219.90,5000,2024-04-22T10:00:00Z,Paid,Credit Card
SUB-902091,CUST-10170,Clube Super 10k,489.90,10000,2024-04-22T11:00:00Z,Paid,Credit Card
SUB-901141,CUST-10094,Clube Top 20k,799.90,0,2024-04-23T07:00:00Z,Payment Failed,Credit Card
SUB-908203,CUST-10695,Clube Plus 5k,219.90,5000,2024-04-23T07:00:00Z,Paid,Credit Card
SUB-910226,CUST-10854,Clube Special 3k,129.90,3000,2024-04-23T07:00:00Z,Paid,Credit Card
SUB-900787,CUST-10064,Clube Plus 5k,219.90,5000,2024-04-23T08:00:00Z,Paid,Credit Card
SUB-901231,CUST-10100,Clube Top 20k,799.90,20000,2024-04-23T08:00:00Z,Paid,PIX Auto
SUB-901912,CUST-10156,Clube Super 10k,489.90,10000,2024-04-23T08:00:00Z,Paid,Auto Debit
SUB-905252,CUST-10450,Clube Plus 5k,219.90,5000,2024-04-23T08:00:00Z,Paid,Credit Card
SUB-906994,CUST-10598,Clube Top 20k,799.90,20000,2024-04-23T08:00:00Z,Paid,Credit Card
SUB-908653,CUST-10729,Clube Top 20k,799.90,20000,2024-04-23T08:00:00Z,Paid,Credit Card
SUB-904210,CUST-10353,Clube Special 3k,129.90,3000,2024-04-23T10:00:00Z,Paid,Credit Card
SUB-905211,CUST-10447,Clube Classic 1k,44.90,1000,2024-04-23T10:00:00Z,Paid,Credit Card
SUB-907304,CUST-10624,Clube Special 3k,129.90,3000,2024-04-23T10:00:00Z,Paid,Credit Card
SUB-901333,CUST-10114,Clube Top 20k,799.90,20000,2024-04-23T11:00:00Z,Paid,PIX Auto
SUB-908311,CUST-10706,Clube Top 20k,799.90,20000,2024-04-23T12:00:00Z,Paid,Auto Debit
SUB-910919,CUST-10916,Clube Classic 1k,44.90,1000,2024-04-23T12:00:00Z,Paid,Credit Card
SUB-906360,CUST-10552,Clube Top 20k,799.90,20000,2024-04-24T06:00:00Z,Paid,Auto Debit
SUB-901261,CUST-10101,Clube Classic 1k,44.90,1000,2024-04-24T07:00:00Z,Paid,Credit Card
SUB-904471,CUST-10382,Clube Special 3k,129.90,3000,2024-04-24T07:00:00Z,Paid,Auto Debit
SUB-911852,CUST-10999,Clube Super 10k,489.90,10000,2024-04-24T07:00:00Z,Paid,Auto Debit
SUB-900370,CUST-10027,Clube Super 10k,489.90,10000,2024-04-24T08:00:00Z,Paid,Credit Card
SUB-906391,CUST-10554,Clube Super 10k,489.90,10000,2024-04-24T08:00:00Z,Paid,Credit Card
SUB-900397,CUST-10028,Clube Super 10k,489.90,10000,2024-04-24T09:00:00Z,Paid,Credit Card
SUB-900626,CUST-10053,Clube Super 10k,489.90,10000,2024-04-24T09:00:00Z,Paid,Credit Card
SUB-903467,CUST-10277,Clube Special 3k,129.90,3000,2024-04-24T09:00:00Z,Paid,Credit Card
SUB-903577,CUST-10290,Clube Plus 5k,219.90,5000,2024-04-24T10:00:00Z,Paid,Credit Card
SUB-905044,CUST-10432,Clube Top 20k,799.90,20000,2024-04-24T10:00:00Z,Paid,Credit Card
SUB-906218,CUST-10544,Clube Top 20k,799.90,20000,2024-04-24T10:00:00Z,Paid,Auto Debit
SUB-907885,CUST-10674,Clube Plus 5k,219.90,5000,2024-04-24T10:00:00Z,Paid,Credit Card
SUB-906509,CUST-10561,Clube Top 20k,799.90,0,2024-04-24T11:00:00Z,Payment Failed,PIX Auto
SUB-907047,CUST-10600,Clube Super 10k,489.90,10000,2024-04-24T12:00:00Z,Paid,Auto Debit
SUB-911408,CUST-10965,Clube Top 20k,799.90,0,2024-04-24T12:00:00Z,Payment Failed,PIX Auto
SUB-907743,CUST-10662,Clube Plus 5k,219.90,5000,2024-04-25T08:00:00Z,Paid,PIX Auto
SUB-911451,CUST-10967,Clube Classic 1k,44.90,1000,2024-04-25T09:00:00Z,Paid,Credit Card
SUB-909148,CUST-10769,Clube Plus 5k,219.90,5000,2024-04-25T10:00:00Z,Paid,PIX Auto
SUB-903124,CUST-10252,Clube Super 10k,489.90,10000,2024-04-25T11:00:00Z,Paid,Auto Debit
SUB-903442,CUST-10272,Clube Plus 5k,219.90,5000,2024-04-25T11:00:00Z,Paid,Credit Card
SUB-904958,CUST-10423,Clube Top 20k,799.90,20000,2024-04-25T11:00:00Z,Paid,Credit Card
SUB-904750,CUST-10405,Clube Top 20k,799.90,0,2024-04-25T12:00:00Z,Payment Failed,PIX Auto
SUB-904907,CUST-10418,Clube Classic 1k,44.90,1000,2024-04-25T12:00:00Z,Paid,Auto Debit
SUB-908887,CUST-10749,Clube Top 20k,799.90,20000,2024-04-25T12:00:00Z,Paid,Credit Card
SUB-902787,CUST-10230,Clube Super 10k,489.90,10000,2024-04-26T06:00:00Z,Paid,PIX Auto
SUB-904974,CUST-10424,Clube Super 10k,489.90,10000,2024-04-26T06:00:00Z,Paid,Credit Card
SUB-905400,CUST-10463,Clube Top 20k,799.90,20000,2024-04-26T06:00:00Z,Paid,Credit Card
SUB-905495,CUST-10468,Clube Super 10k,489.90,0,2024-04-26T06:00:00Z,Payment Failed,Credit Card
SUB-909698,CUST-10814,Clube Plus 5k,219.90,5000,2024-04-26T07:00:00Z,Paid,PIX Auto
SUB-910186,CUST-10851,Clube Plus 5k,219.90,0,2024-04-26T07:00:00Z,Payment Failed,Credit Card
SUB-911083,CUST-10934,Clube Plus 5k,219.90,5000,2024-04-26T07:00:00Z,Paid,PIX Auto
SUB-902603,CUST-10213,Clube Plus 5k,219.90,5000,2024-04-26T09:00:00Z,Paid,Auto Debit
SUB-911794,CUST-10995,Clube Plus 5k,219.90,5000,2024-04-26T09:00:00Z,Paid,Credit Card
SUB-900205,CUST-10014,Clube Super 10k,489.90,10000,2024-04-26T10:00:00Z,Paid,Credit Card
SUB-903913,CUST-10315,Clube Top 20k,799.90,20000,2024-04-26T10:00:00Z,Paid,PIX Auto
SUB-903266,CUST-10259,Clube Plus 5k,219.90,5000,2024-04-26T11:00:00Z,Paid,Auto Debit
SUB-907412,CUST-10635,Clube Plus 5k,219.90,5000,2024-04-26T11:00:00Z,Paid,Auto Debit
SUB-909877,CUST-10827,Clube Plus 5k,219.90,5000,2024-04-26T11:00:00Z,Paid,Auto Debit
SUB-910016,CUST-10841,Clube Plus 5k,219.90,5000,2024-04-26T12:00:00Z,Paid,Credit Card
SUB-910309,CUST-10863,Clube Classic 1k,44.90,1000,2024-04-26T12:00:00Z,Paid,Credit Card
SUB-906902,CUST-10591,Clube Super 10k,489.90,10000,2024-04-27T06:00:00Z,Paid,Auto Debit
SUB-911035,CUST-10927,Clube Top 20k,799.90,20000,2024-04-27T06:00:00Z,Paid,Credit Card
SUB-903227,CUST-10257,Clube Super 10k,489.90,10000,2024-04-27T07:00:00Z,Paid,Credit Card
SUB-903350,CUST-10264,Clube Super 10k,489.90,0,2024-04-27T08:00:00Z,Payment Failed,Credit Card
SUB-908067,CUST-10687,Clube Super 10k,489.90,0,2024-04-27T08:00:00Z,Payment Failed,Credit Card
SUB-908683,CUST-10732,Clube Super 10k,489.90,10000,2024-04-27T08:00:00Z,Paid,Credit Card
SUB-901178,CUST-10097,Clube Plus 5k,219.90,5000,2024-04-27T09:00:00Z,Paid,Auto Debit
SUB-905175,CUST-10440,Clube Top 20k,799.90,20000,2024-04-27T09:00:00Z,Paid,Credit Card
SUB-908227,CUST-10697,Clube Top 20k,799.90,20000,2024-04-27T09:00:00Z,Paid,Credit Card
SUB-906115,CUST-10533,Clube Classic 1k,44.90,1000,2024-04-27T10:00:00Z,Paid,Auto Debit
SUB-909592,CUST-10805,Clube Classic 1k,44.90,1000,2024-04-27T10:00:00Z,Paid,Credit Card
SUB-905329,CUST-10457,Clube Top 20k,799.90,20000,2024-04-27T11:00:00Z,Paid,Credit Card
SUB-910418,CUST-10875,Clube Plus 5k,219.90,5000,2024-04-27T11:00:00Z,Paid,PIX Auto
SUB-911199,CUST-10946,Clube Super 10k,489.90,10000,2024-04-27T11:00:00Z,Paid,Credit Card
SUB-911361,CUST-10960,Clube Super 10k,489.90,10000,2024-04-27T11:00:00Z,Paid,Credit Card
SUB-903444,CUST-10275,Clube Classic 1k,44.90,1000,2024-04-27T12:00:00Z,Paid,PIX Auto
SUB-904718,CUST-10404,Clube Top 20k,799.90,20000,2024-04-27T12:00:00Z,Paid,Credit Card
SUB-911641,CUST-10980,Clube Plus 5k,219.90,5000,2024-04-27T12:00:00Z,Paid,Credit Card
SUB-900833,CUST-10068,Clube Top 20k,799.90,20000,2024-04-28T06:00:00Z,Paid,Credit Card
SUB-904397,CUST-10376,Clube Classic 1k,44.90,1000,2024-04-28T06:00:00Z,Paid,PIX Auto
SUB-904803,CUST-10409,Clube Top 20k,799.90,20000,2024-04-28T06:00:00Z,Paid,Credit Card
SUB-903704,CUST-10299,Clube Top 20k,799.90,20000,2024-04-28T07:00:00Z,Paid,Auto Debit
SUB-905995,CUST-10518,Clube Plus 5k,219.90,5000,2024-04-28T07:00:00Z,Paid,PIX Auto
SUB-908974,CUST-10753,Clube Top 20k,799.90,20000,2024-04-28T07:00:00Z,Paid,PIX Auto
SUB-902259,CUST-10185,Clube Top 20k,799.90,20000,2024-04-28T09:00:00Z,Paid,PIX Auto
SUB-910854,CUST-10910,Clube Plus 5k,219.90,5000,2024-04-28T09:00:00Z,Paid,Credit Card
SUB-911151,CUST-10939,Clube Top 20k,799.90,20000,2024-04-28T09:00:00Z,Paid,Credit Card
SUB-903155,CUST-10253,Clube Super 10k,489.90,10000,2024-04-28T10:00:00Z,Paid,Auto Debit
SUB-909746,CUST-10818,Clube Top 20k,799.90,20000,2024-04-28T10:00:00Z,Paid,Credit Card
SUB-911062,CUST-10932,Clube Top 20k,799.90,20000,2024-04-28T11:00:00Z,Paid,Credit Card
SUB-901856,CUST-10152,Clube Top 20k,799.90,20000,2024-04-28T12:00:00Z,Paid,Credit Card
SUB-902225,CUST-10181,Clube Classic 1k,44.90,1000,2024-04-28T12:00:00Z,Paid,PIX Auto
SUB-906587,CUST-10566,Clube Special 3k,129.90,3000,2024-04-28T12:00:00Z,Paid,Credit Card
SUB-904222,CUST-10354,Clube Special 3k,129.90,3000,2024-04-29T06:00:00Z,Paid,PIX Auto
SUB-905069,CUST-10433,Clube Plus 5k,219.90,5000,2024-04-29T06:00:00Z,Paid,Credit Card
SUB-906157,CUST-10539,Clube Plus 5k,219.90,5000,2024-04-29T06:00:00Z,Paid,Credit Card
SUB-904551,CUST-10389,Clube Super 10k,489.90,10000,2024-04-29T07:00:00Z,Paid,Credit Card
SUB-900482,CUST-10038,Clube Plus 5k,219.90,5000,2024-04-29T08:00:00Z,Paid,Credit Card
SUB-910275,CUST-10857,Clube Super 10k,489.90,0,2024-04-29T08:00:00Z,Payment Failed,PIX Auto
SUB-900640,CUST-10054,Clube Special 3k,129.90,3000,2024-04-29T09:00:00Z,Paid,PIX Auto
SUB-903619,CUST-10293,Clube Super 10k,489.90,10000,2024-04-29T10:00:00Z,Paid,Credit Card
SUB-909675,CUST-10813,Clube Top 20k,799.90,20000,2024-04-29T10:00:00Z,Paid,Credit Card
SUB-910618,CUST-10889,Clube Special 3k,129.90,3000,2024-04-29T10:00:00Z,Paid,Auto Debit
SUB-901829,CUST-10151,Clube Classic 1k,44.90,1000,2024-04-29T11:00:00Z,Paid,Auto Debit
SUB-902897,CUST-10237,Clube Top 20k,799.90,20000,2024-04-29T11:00:00Z,Paid,Auto Debit
SUB-907142,CUST-10612,Clube Plus 5k,219.90,5000,2024-04-29T11:00:00Z,Paid,Credit Card
SUB-909635,CUST-10811,Clube Special 3k,129.90,3000,2024-04-29T11:00:00Z,Paid,PIX Auto
SUB-901587,CUST-10132,Clube Super 10k,489.90,10000,2024-04-29T12:00:00Z,Paid,PIX Auto
SUB-903356,CUST-10265,Clube Plus 5k,219.90,5000,2024-04-29T12:00:00Z,Paid,Credit Card
SUB-903770,CUST-10302,Clube Super 10k,489.90,10000,2024-04-29T12:00:00Z,Paid,Credit Card
SUB-907385,CUST-10634,Clube Plus 5k,219.90,5000,2024-04-30T06:00:00Z,Paid,Credit Card
SUB-909021,CUST-10756,Clube Plus 5k,219.90,5000,2024-04-30T06:00:00Z,Paid,PIX Auto
SUB-901397,CUST-10118,Clube Plus 5k,219.90,5000,2024-04-30T07:00:00Z,Paid,Credit Card
SUB-911802,CUST-10997,Clube Plus 5k,219.90,5000,2024-04-30T07:00:00Z,Paid,Credit Card
SUB-910010,CUST-10840,Clube Super 10k,489.90,10000,2024-04-30T08:00:00Z,Paid,Credit Card
SUB-902557,CUST-10208,Clube Super 10k,489.90,10000,2024-04-30T09:00:00Z,Paid,Credit Card
SUB-909079,CUST-10763,Clube Top 20k,799.90,20000,2024-04-30T09:00:00Z,Paid,Credit Card
SUB-907099,CUST-10605,Clube Top 20k,799.90,20000,2024-04-30T10:00:00Z,Paid,Auto Debit
SUB-909196,CUST-10772,Clube Super 10k,489.90,10000,2024-04-30T10:00:00Z,Paid,Credit Card
SUB-909791,CUST-10821,Clube Super 10k,489.90,10000,2024-04-30T10:00:00Z,Paid,Credit Card
SUB-910888,CUST-10915,Clube Super 10k,489.90,10000,2024-04-30T11:00:00Z,Paid,Credit Card
SUB-903058,CUST-10247,Clube Classic 1k,44.90,1000,2024-04-30T12:00:00Z,Paid,Credit Card
SUB-905360,CUST-10461,Clube Top 20k,799.90,20000,2024-04-30T12:00:00Z,Paid,Auto Debit
SUB-906125,CUST-10535,Clube Plus 5k,219.90,0,2024-04-30T12:00:00Z,Cancelled,Credit Card
SUB-906749,CUST-10577,Clube Top 20k,799.90,20000,2024-04-30T12:00:00Z,Paid,Credit Card
SUB-906795,CUST-10582,Clube Top 20k,799.90,20000,2024-05-01T07:00:00Z,Paid,Credit Card
SUB-908035,CUST-10682,Clube Super 10k,489.90,10000,2024-05-01T07:00:00Z,Paid,Credit Card
SUB-909438,CUST-10791,Clube Top 20k,799.90,20000,2024-05-01T07:00:00Z,Paid,PIX Auto
SUB-900512,CUST-10042,Clube Top 20k,799.90,20000,2024-05-01T08:00:00Z,Paid,PIX Auto
SUB-900544,CUST-10047,Clube Plus 5k,219.90,5000,2024-05-01T08:00:00Z,Paid,Credit Card
SUB-905287,CUST-10452,Clube Top 20k,799.90,20000,2024-05-01T08:00:00Z,Paid,Credit Card
SUB-904480,CUST-10383,Clube Special 3k,129.90,3000,2024-05-01T09:00:00Z,Paid,PIX Auto
SUB-910816,CUST-10909,Clube Super 10k,489.90,10000,2024-05-01T09:00:00Z,Paid,Credit Card
SUB-911108,CUST-10935,Clube Special 3k,129.90,3000,2024-05-01T09:00:00Z,Paid,Credit Card
SUB-908992,CUST-10754,Clube Plus 5k,219.90,5000,2024-05-01T10:00:00Z,Paid,Credit Card
SUB-910327,CUST-10864,Clube Top 20k,799.90,20000,2024-05-01T10:00:00Z,Paid,Credit Card
SUB-901033,CUST-10084,Clube Special 3k,129.90,3000,2024-05-01T11:00:00Z,Paid,Auto Debit
SUB-906597,CUST-10568,Clube Super 10k,489.90,10000,2024-05-01T11:00:00Z,Paid,Auto Debit
SUB-910542,CUST-10885,Clube Plus 5k,219.90,5000,2024-05-01T11:00:00Z,Paid,Credit Card
SUB-906428,CUST-10556,Clube Super 10k,489.90,10000,2024-05-01T12:00:00Z,Paid,Credit Card
SUB-909492,CUST-10795,Clube Plus 5k,219.90,5000,2024-05-01T12:00:00Z,Paid,PIX Auto
SUB-900322,CUST-10023,Clube Super 10k,489.90,10000,2024-05-02T06:00:00Z,Paid,Auto Debit
SUB-902873,CUST-10236,Clube Super 10k,489.90,10000,2024-05-02T06:00:00Z,Paid,Credit Card
SUB-906295,CUST-10548,Clube Top 20k,799.90,20000,2024-05-02T06:00:00Z,Paid,Credit Card
SUB-909250,CUST-10777,Clube Classic 1k,44.90,1000,2024-05-02T07:00:00Z,Paid,Credit Card
SUB-910971,CUST-10923,Clube Plus 5k,219.90,5000,2024-05-02T07:00:00Z,Paid,Credit Card
SUB-906676,CUST-10572,Clube Super 10k,489.90,10000,2024-05-02T08:00:00Z,Paid,Credit Card
SUB-901688,CUST-10141,Clube Plus 5k,219.90,5000,2024-05-02T10:00:00Z,Paid,Credit Card
SUB-908284,CUST-10704,Clube Special 3k,129.90,3000,2024-05-02T10:00:00Z,Paid,Credit Card
SUB-908582,CUST-10726,Clube Top 20k,799.90,20000,2024-05-02T10:00:00Z,Paid,Auto Debit
SUB-909978,CUST-10838,Clube Plus 5k,219.90,5000,2024-05-02T10:00:00Z,Paid,Credit Card
SUB-910951,CUST-10922,Clube Special 3k,129.90,3000,2024-05-02T11:00:00Z,Paid,Credit Card
SUB-905850,CUST-10506,Clube Plus 5k,219.90,5000,2024-05-02T12:00:00Z,Paid,Auto Debit
SUB-904107,CUST-10335,Clube Top 20k,799.90,20000,2024-05-03T06:00:00Z,Paid,Auto Debit
SUB-909909,CUST-10828,Clube Super 10k,489.90,10000,2024-05-03T07:00:00Z,Paid,Credit Card
SUB-910129,CUST-10848,Clube Plus 5k,219.90,5000,2024-05-03T07:00:00Z,Paid,Auto Debit
SUB-906479,CUST-10559,Clube Top 20k,799.90,20000,2024-05-03T08:00:00Z,Paid,Credit Card
SUB-909209,CUST-10773,Clube Top 20k,799.90,20000,2024-05-03T08:00:00Z,Paid,Credit Card
SUB-910051,CUST-10843,Clube Classic 1k,44.90,1000,2024-05-03T09:00:00Z,Paid,Credit Card
SUB-903484,CUST-10279,Clube Super 10k,489.90,10000,2024-05-03T10:00:00Z,Paid,Auto Debit
SUB-909300,CUST-10779,Clube Plus 5k,219.90,5000,2024-05-03T11:00:00Z,Paid,Credit Card
SUB-902282,CUST-10186,Clube Plus 5k,219.90,5000,2024-05-03T12:00:00Z,Paid,Credit Card
