InteractionId,CustomerId,ProductId,InteractionType,InteractionDate
INT-112759,CUST-10985,PROD-043,View,2023-08-26T20:00:00Z
INT-117135,CUST-10040,PROD-041,View,2023-08-26T21:59:00Z
INT-113385,CUST-10050,PROD-017,View,2023-08-26T22:40:00Z
INT-105849,CUST-10294,PROD-033,View,2023-08-27T00:46:00Z
INT-104350,CUST-10938,PROD-003,View,2023-08-27T01:00:00Z
INT-111825,CUST-10123,PROD-019,View,2023-08-27T04:07:00Z
INT-110229,CUST-10830,PROD-037,Wishlist,2023-08-27T05:59:00Z
INT-111086,CUST-10349,PROD-042,View,2023-08-27T07:11:00Z
INT-101560,CUST-10171,PROD-009,View,2023-08-27T09:45:00Z
INT-113810,CUST-10183,PROD-008,View,2023-08-27T13:52:00Z
INT-109353,CUST-10727,PROD-029,View,2023-08-27T15:18:00Z
INT-105462,CUST-10419,PROD-007,View,2023-08-27T22:48:00Z
INT-107270,CUST-10311,PROD-011,View,2023-08-27T23:44:00Z
INT-108802,CUST-10119,PROD-026,View,2023-08-28T01:31:00Z
INT-106945,CUST-10173,PROD-014,View,2023-08-28T01:37:00Z
INT-110798,CUST-10185,PROD-049,View,2023-08-28T03:40:00Z
INT-108531,CUST-10504,PROD-029,View,2023-08-28T05:46:00Z
INT-119956,CUST-10571,PROD-047,CartAdd,2023-08-28T06:16:00Z
INT-110128,CUST-10477,PROD-001,View,2023-08-28T08:12:00Z
INT-103093,CUST-10877,PROD-028,View,2023-08-28T08:22:00Z
INT-115945,CUST-10821,PROD-036,View,2023-08-28T15:50:00Z
INT-104651,CUST-10116,PROD-026,CartAdd,2023-08-28T16:55:00Z
INT-102155,CUST-10485,PROD-026,View,2023-08-28T17:25:00Z
INT-104328,CUST-10756,PROD-014,CartAdd,2023-08-28T18:19:00Z
INT-118522,CUST-10472,PROD-046,View,2023-08-28T18:46:00Z
INT-104039,CUST-10334,PROD-027,View,2023-08-28T20:40:00Z
INT-115808,CUST-10738,PROD-010,View,2023-08-29T00:13:00Z
INT-105879,CUST-10041,PROD-003,View,2023-08-29T00:14:00Z
INT-107685,CUST-10775,PROD-013,View,2023-08-29T02:12:00Z
INT-100064,CUST-10163,PROD-039,View,2023-08-29T02:26:00Z
INT-108636,CUST-10179,PROD-028,View,2023-08-29T02:30:00Z
INT-100013,CUST-10714,PROD-015,View,2023-08-29T03:55:00Z
INT-102623,CUST-10409,PROD-046,View,2023-08-29T04:01:00Z
INT-104367,CUST-10573,PROD-031,View,2023-08-29T06:37:00Z
INT-110082,CUST-10273,PROD-013,View,2023-08-29T11:14:00Z
INT-117481,CUST-10255,PROD-021,View,2023-08-29T11:55:00Z
INT-107458,CUST-10267,PROD-030,View,2023-08-29T12:28:00Z
INT-101320,CUST-10681,PROD-010,View,2023-08-29T13:47:00Z
INT-109851,CUST-10909,PROD-012,View,2023-08-29T15:50:00Z
INT-112342,CUST-10381,PROD-017,CartAdd,2023-08-29T17:48:00Z
INT-103034,CUST-10848,PROD-014,Wishlist,2023-08-29T17:50:00Z
INT-109040,CUST-10820,PROD-015,View,2023-08-29T20:16:00Z
INT-105135,CUST-10263,PROD-022,Wishlist,2023-08-29T22:14:00Z
INT-105684,CUST-10940,PROD-020,CartAdd,2023-08-29T22:30:00Z
INT-107984,CUST-10143,PROD-018,View,2023-08-29T23:01:00Z
INT-113512,CUST-10594,PROD-045,View,2023-08-30T00:59:00Z
INT-115308,CUST-10946,PROD-005,View,2023-08-30T02:29:00Z
INT-107343,CUST-10187,PROD-044,Wishlist,2023-08-30T07:49:00Z
INT-110776,CUST-10719,PROD-038,CartAdd,2023-08-30T10:16:00Z
INT-117995,CUST-10990,PROD-022,View,2023-08-30T11:13:00Z
INT-111470,CUST-10838,PROD-020,Wishlist,2023-08-30T16:52:00Z
INT-116476,CUST-10591,PROD-003,View,2023-08-30T19:39:00Z
INT-102202,CUST-10709,PROD-030,Wishlist,2023-08-30T21:44:00Z
INT-107918,CUST-10129,PROD-004,View,2023-08-31T00:54:00Z
INT-116073,CUST-10722,PROD-027,View,2023-08-31T01:28:00Z
INT-110263,CUST-10037,PROD-029,View,2023-08-31T07:18:00Z
INT-118630,CUST-10234,PROD-027,View,2023-08-31T09:31:00Z
INT-102180,CUST-10026,PROD-023,View,2023-08-31T14:30:00Z
INT-109902,CUST-10663,PROD-026,View,2023-08-31T14:34:00Z
INT-116954,CUST-10226,PROD-004,CartAdd,2023-08-31T15:54:00Z
INT-104388,CUST-10588,PROD-034,View,2023-08-31T16:31:00Z
INT-115262,CUST-10426,PROD-035,View,2023-08-31T20:15:00Z
INT-115252,CUST-10207,PROD-020,View,2023-08-31T20:51:00Z
INT-103018,CUST-10690,PROD-018,View,2023-08-31T21:38:00Z
INT-105990,CUST-10487,PROD-023,View,2023-08-31T21:42:00Z
INT-114413,CUST-10095,PROD-042,View,2023-08-31T22:11:00Z
INT-116434,CUST-10282,PROD-033,View,2023-09-01T00:38:00Z
INT-102813,CUST-10972,PROD-044,View,2023-09-01T01:14:00Z
INT-111097,CUST-10176,PROD-007,View,2023-09-01T01:51:00Z
INT-110903,CUST-10382,PROD-038,View,2023-09-01T02:35:00Z
INT-104074,CUST-10881,PROD-009,Wishlist,2023-09-01T04:09:00Z
INT-113171,CUST-10345,PROD-044,View,2023-09-01T04:14:00Z
INT-112933,CUST-10219,PROD-021,View,2023-09-01T04:16:00Z
INT-101499,CUST-10218,PROD-028,View,2023-09-01T05:17:00Z
INT-119244,CUST-10416,PROD-048,View,2023-09-01T07:53:00Z
INT-117324,CUST-10331,PROD-018,View,2023-09-01T08:40:00Z
INT-105002,CUST-10167,PROD-030,View,2023-09-01T08:56:00Z
INT-118661,CUST-10009,PROD-019,View,2023-09-01T12:55:00Z
INT-103815,CUST-10223,PROD-036,Wishlist,2023-09-01T13:57:00Z
INT-100994,CUST-10707,PROD-025,View,2023-09-01T16:28:00Z
INT-115828,CUST-10341,PROD-049,Wishlist,2023-09-01T16:35:00Z
INT-105147,CUST-10785,PROD-027,Wishlist,2023-09-01T18:33:00Z
INT-110081,CUST-10392,PROD-004,View,2023-09-01T19:11:00Z
INT-117530,CUST-10440,PROD-029,View,2023-09-01T19:49:00Z
INT-105751,CUST-10771,PROD-044,Wishlist,2023-09-01T20:59:00Z
INT-118052,CUST-10329,PROD-029,CartAdd,2023-09-02T00:06:00Z
INT-103221,CUST-10764,PROD-022,View,2023-09-02T02:44:00Z
INT-118147,CUST-10345,PROD-049,View,2023-09-02T06:34:00Z
INT-115718,CUST-10131,PROD-025,Wishlist,2023-09-02T10:34:00Z
INT-117347,CUST-10065,PROD-035,CartAdd,2023-09-02T11:56:00Z
INT-117130,CUST-10854,PROD-009,View,2023-09-02T12:19:00Z
INT-117573,CUST-10712,PROD-036,Wishlist,2023-09-02T13:13:00Z
INT-106615,CUST-10004,PROD-049,View,2023-09-02T14:57:00Z
INT-112735,CUST-10810,PROD-012,Wishlist,2023-09-02T15:22:00Z
INT-115103,CUST-10019,PROD-036,View,2023-09-02T17:54:00Z
INT-112570,CUST-10443,PROD-023,View,2023-09-02T19:47:00Z
INT-106358,CUST-10788,PROD-048,View,2023-09-02T19:51:00Z
INT-118738,CUST-10398,PROD-043,CartAdd,2023-09-03T04:15:00Z
INT-116329,CUST-10811,PROD-048,View,2023-09-03T06:14:00Z
INT-115192,CUST-10560,PROD-014,View,2023-09-03T06:31:00Z
INT-111683,CUST-10904,PROD-025,View,2023-09-03T11:33:00Z
INT-118547,CUST-10546,PROD-027,Wishlist,2023-09-03T13:59:00Z
INT-118957,CUST-10051,PROD-031,View,2023-09-03T15:11:00Z
INT-105206,CUST-10680,PROD-037,View,2023-09-03T15:12:00Z
INT-118714,CUST-10400,PROD-049,Wishlist,2023-09-03T16:38:00Z
INT-108746,CUST-10904,PROD-029,View,2023-09-03T21:52:00Z
INT-107178,CUST-10878,PROD-026,View,2023-09-03T23:59:00Z
INT-106659,CUST-10727,PROD-004,View,2023-09-04T03:11:00Z
INT-100506,CUST-10517,PROD-001,Wishlist,2023-09-04T03:41:00Z
INT-109277,CUST-10039,PROD-007,Wishlist,2023-09-04T06:08:00Z
INT-112623,CUST-10322,PROD-022,Wishlist,2023-09-04T14:04:00Z
INT-109489,CUST-10895,PROD-041,View,2023-09-04T15:12:00Z
INT-111402,CUST-10094,PROD-023,Wishlist,2023-09-05T01:35:00Z
INT-102047,CUST-10714,PROD-016,CartAdd,2023-09-05T06:51:00Z
INT-112670,CUST-10812,PROD-021,Wishlist,2023-09-05T07:27:00Z
INT-115341,CUST-10254,PROD-020,CartAdd,2023-09-05T09:31:00Z
INT-118992,CUST-10717,PROD-032,View,2023-09-05T11:02:00Z
INT-108438,CUST-10207,PROD-011,Wishlist,2023-09-05T11:25:00Z
INT-116323,CUST-10919,PROD-037,CartAdd,2023-09-05T13:21:00Z
INT-118800,CUST-10698,PROD-037,View,2023-09-05T17:16:00Z
INT-105070,CUST-10598,PROD-037,View,2023-09-05T18:54:00Z
INT-102713,CUST-10927,PROD-023,CartAdd,2023-09-05T20:16:00Z
INT-110061,CUST-10361,PROD-003,CartAdd,2023-09-05T22:01:00Z
INT-101577,CUST-10971,PROD-034,View,2023-09-05T23:25:00Z
INT-108917,CUST-10069,PROD-049,View,2023-09-06T03:50:00Z
INT-100370,CUST-10648,PROD-042,View,2023-09-06T06:25:00Z
INT-100347,CUST-10119,PROD-008,View,2023-09-06T07:52:00Z
INT-116882,CUST-10548,PROD-037,View,2023-09-06T08:01:00Z
INT-104048,CUST-10957,PROD-044,Wishlist,2023-09-06T11:14:00Z
INT-103129,CUST-10576,PROD-037,View,2023-09-06T11:52:00Z
INT-113773,CUST-10039,PROD-015,View,2023-09-06T13:35:00Z
INT-102302,CUST-10702,PROD-037,View,2023-09-06T18:05:00Z
INT-104945,CUST-10867,PROD-032,CartAdd,2023-09-06T18:19:00Z
INT-110202,CUST-10107,PROD-011,Wishlist,2023-09-06T19:14:00Z
INT-113768,CUST-10744,PROD-032,Wishlist,2023-09-06T21:13:00Z
INT-119744,CUST-10954,PROD-030,View,2023-09-06T22:39:00Z
INT-100005,CUST-10903,PROD-023,Wishlist,2023-09-06T23:02:00Z
INT-107421,CUST-10702,PROD-034,View,2023-09-06T23:13:00Z
INT-117519,CUST-10710,PROD-030,View,2023-09-06T23:38:00Z
INT-109422,CUST-10585,PROD-038,Wishlist,2023-09-07T03:00:00Z
INT-107829,CUST-10505,PROD-046,View,2023-09-07T12:33:00Z
INT-100637,CUST-10496,PROD-003,View,2023-09-07T16:24:00Z
INT-113368,CUST-10053,PROD-016,Wishlist,2023-09-07T17:22:00Z
INT-101535,CUST-10829,PROD-004,Wishlist,2023-09-07T17:46:00Z
INT-109387,CUST-10429,PROD-044,View,2023-09-08T00:10:00Z
INT-116311,CUST-10019,PROD-033,View,2023-09-08T00:57:00Z
INT-116118,CUST-10594,PROD-048,View,2023-09-08T01:35:00Z
INT-105761,CUST-10829,PROD-006,View,2023-09-08T02:49:00Z
INT-108664,CUST-10155,PROD-019,CartAdd,2023-09-08T04:09:00Z
INT-101798,CUST-10886,PROD-006,Wishlist,2023-09-08T08:51:00Z
INT-119733,CUST-10620,PROD-009,View,2023-09-08T10:00:00Z
INT-118234,CUST-10097,PROD-017,View,2023-09-08T10:33:00Z
INT-116127,CUST-10648,PROD-035,Wishlist,2023-09-08T11:21:00Z
INT-113589,CUST-10829,PROD-002,View,2023-09-08T13:02:00Z
INT-100267,CUST-10305,PROD-012,View,2023-09-08T13:11:00Z
INT-106799,CUST-10062,PROD-001,View,2023-09-08T17:30:00Z
INT-115399,CUST-10986,PROD-025,View,2023-09-08T18:43:00Z
INT-105845,CUST-10943,PROD-023,View,2023-09-08T19:27:00Z
INT-118773,CUST-10443,PROD-024,View,2023-09-08T21:57:00Z
INT-112165,CUST-10860,PROD-048,View,2023-09-09T01:18:00Z
INT-101621,CUST-10217,PROD-049,View,2023-09-09T02:11:00Z
INT-114847,CUST-10388,PROD-026,Wishlist,2023-09-09T06:06:00Z
INT-103771,CUST-10528,PROD-043,CartAdd,2023-09-09T08:44:00Z
INT-102982,CUST-10086,PROD-036,View,2023-09-09T09:50:00Z
INT-106775,CUST-10559,PROD-048,View,2023-09-09T11:08:00Z
INT-106732,CUST-10861,PROD-011,View,2023-09-09T13:51:00Z
INT-115614,CUST-10407,PROD-044,Wishlist,2023-09-09T16:07:00Z
INT-109340,CUST-10356,PROD-045,Wishlist,2023-09-09T16:47:00Z
INT-109279,CUST-10318,PROD-026,View,2023-09-09T20:19:00Z
INT-105431,CUST-10144,PROD-032,View,2023-09-09T21:38:00Z
INT-111241,CUST-10523,PROD-028,View,2023-09-09T23:17:00Z
INT-114201,CUST-10869,PROD-009,View,2023-09-09T23:27:00Z
INT-105207,CUST-10804,PROD-042,View,2023-09-10T02:56:00Z
INT-118710,CUST-10573,PROD-004,View,2023-09-10T05:04:00Z
INT-107106,CUST-10685,PROD-002,CartAdd,2023-09-10T10:48:00Z
INT-106926,CUST-10771,PROD-006,View,2023-09-10T10:49:00Z
INT-115316,CUST-10983,PROD-012,CartAdd,2023-09-10T11:03:00Z
INT-111251,CUST-10127,PROD-024,CartAdd,2023-09-10T11:31:00Z
INT-101207,CUST-10056,PROD-021,CartAdd,2023-09-10T13:45:00Z
INT-112526,CUST-10295,PROD-009,Wishlist,2023-09-10T14:27:00Z
INT-113050,CUST-10930,PROD-044,View,2023-09-10T14:28:00Z
INT-111694,CUST-10939,PROD-030,View,2023-09-10T15:24:00Z
INT-106916,CUST-10207,PROD-018,Wishlist,2023-09-10T19:50:00Z
INT-111549,CUST-10953,PROD-046,View,2023-09-10T20:06:00Z
INT-114316,CUST-10818,PROD-017,Wishlist,2023-09-11T02:35:00Z
INT-111505,CUST-10796,PROD-028,Wishlist,2023-09-11T04:58:00Z
INT-115454,CUST-10214,PROD-007,View,2023-09-11T05:36:00Z
INT-106525,CUST-10989,PROD-026,View,2023-09-11T11:38:00Z
INT-105107,CUST-10512,PROD-032,View,2023-09-11T11:50:00Z
INT-101206,CUST-10041,PROD-050,View,2023-09-11T12:49:00Z
INT-105061,CUST-10180,PROD-045,View,2023-09-11T20:37:00Z
INT-110429,CUST-10011,PROD-027,View,2023-09-11T20:37:00Z
INT-118624,CUST-10280,PROD-013,CartAdd,2023-09-11T22:14:00Z
INT-114658,CUST-10270,PROD-003,View,2023-09-11T23:00:00Z
INT-110041,CUST-10312,PROD-002,View,2023-09-11T23:10:00Z
INT-110138,CUST-10666,PROD-013,Wishlist,2023-09-11T23:26:00Z
INT-106334,CUST-10362,PROD-032,View,2023-09-11T23:28:00Z
INT-103466,CUST-10064,PROD-050,View,2023-09-11T23:33:00Z
INT-114043,CUST-10339,PROD-025,View,2023-09-11T23:59:00Z
INT-102533,CUST-10061,PROD-015,View,2023-09-12T02:18:00Z
INT-115930,CUST-10214,PROD-005,View,2023-09-12T03:13:00Z
INT-111435,CUST-10407,PROD-043,View,2023-09-12T07:07:00Z
INT-104454,CUST-10331,PROD-018,View,2023-09-12T07:28:00Z
INT-105598,CUST-10905,PROD-046,View,2023-09-12T11:26:00Z
INT-116470,CUST-10599,PROD-020,View,2023-09-12T12:41:00Z
INT-117483,CUST-10399,PROD-044,View,2023-09-12T12:57:00Z
INT-119713,CUST-10193,PROD-023,View,2023-09-12T14:22:00Z
INT-100715,CUST-10691,PROD-049,View,2023-09-12T14:31:00Z
INT-117176,CUST-10718,PROD-017,View,2023-09-12T18:06:00Z
INT-104334,CUST-10884,PROD-029,View,2023-09-12T18:56:00Z
INT-110196,CUST-10053,PROD-014,Wishlist,2023-09-12T19:32:00Z
INT-103534,CUST-10147,PROD-033,Wishlist,2023-09-12T19:42:00Z
INT-114165,CUST-10912,PROD-039,View,2023-09-12T19:52:00Z
INT-105165,CUST-10965,PROD-043,View,2023-09-12T20:01:00Z
INT-108961,CUST-10016,PROD-018,View,2023-09-12T22:44:00Z
INT-100830,CUST-10773,PROD-036,CartAdd,2023-09-13T00:40:00Z
INT-105180,CUST-10635,PROD-008,View,2023-09-13T01:31:00Z
INT-117551,CUST-10486,PROD-028,View,2023-09-13T08:10:00Z
INT-106310,CUST-10708,PROD-024,View,2023-09-13T12:14:00Z
INT-110742,CUST-10609,PROD-027,View,2023-09-13T12:21:00Z
INT-104750,CUST-10477,PROD-004,Wishlist,2023-09-13T12:53:00Z
INT-111428,CUST-10095,PROD-026,View,2023-09-13T12:57:00Z
INT-100822,CUST-10689,PROD-018,View,2023-09-13T13:50:00Z
INT-110109,CUST-10501,PROD-041,View,2023-09-13T14:35:00Z
INT-113923,CUST-10319,PROD-042,View,2023-09-13T18:27:00Z
INT-114227,CUST-10129,PROD-011,View,2023-09-13T21:28:00Z
INT-105954,CUST-10719,PROD-011,View,2023-09-13T22:30:00Z
INT-102981,CUST-10565,PROD-014,View,2023-09-14T01:19:00Z
INT-111787,CUST-10773,PROD-039,View,2023-09-14T04:41:00Z
INT-113947,CUST-10810,PROD-017,View,2023-09-14T08:03:00Z
INT-119928,CUST-10976,PROD-026,View,2023-09-14T09:23:00Z
INT-105474,CUST-10214,PROD-036,View,2023-09-14T13:49:00Z
INT-111288,CUST-10948,PROD-019,View,2023-09-14T17:14:00Z
INT-108083,CUST-10879,PROD-009,View,2023-09-14T18:00:00Z
INT-118278,CUST-10517,PROD-030,View,2023-09-14T18:19:00Z
INT-102550,CUST-10332,PROD-032,CartAdd,2023-09-14T22:16:00Z
INT-101000,CUST-10956,PROD-002,CartAdd,2023-09-15T03:01:00Z
INT-110098,CUST-10992,PROD-004,View,2023-09-15T04:22:00Z
INT-103419,CUST-10037,PROD-027,Wishlist,2023-09-15T05:38:00Z
INT-113379,CUST-10889,PROD-018,View,2023-09-15T07:32:00Z
INT-116738,CUST-10023,PROD-014,View,2023-09-15T08:20:00Z
INT-100136,CUST-10828,PROD-006,View,2023-09-15T08:34:00Z
INT-107646,CUST-10957,PROD-036,Wishlist,2023-09-15T12:35:00Z
INT-111341,CUST-10709,PROD-003,View,2023-09-15T13:32:00Z
INT-107766,CUST-10630,PROD-030,View,2023-09-15T13:40:00Z
INT-110891,CUST-10919,PROD-032,View,2023-09-15T15:01:00Z
INT-119821,CUST-10558,PROD-003,View,2023-09-15T15:05:00Z
INT-114305,CUST-10735,PROD-005,View,2023-09-15T16:36:00Z
INT-102686,CUST-10311,PROD-013,View,2023-09-15T19:01:00Z
INT-113494,CUST-10233,PROD-025,Wishlist,2023-09-15T20:37:00Z
INT-101832,CUST-10472,PROD-050,Wishlist,2023-09-15T20:41:00Z
INT-112530,CUST-10195,PROD-022,CartAdd,2023-09-15T20:56:00Z
INT-102845,CUST-10629,PROD-020,CartAdd,2023-09-15T22:42:00Z
INT-103574,CUST-10090,PROD-001,View,2023-09-16T04:20:00Z
INT-108974,CUST-10638,PROD-001,View,2023-09-16T06:04:00Z
INT-103323,CUST-10389,PROD-005,View,2023-09-16T06:09:00Z
INT-105204,CUST-10644,PROD-039,View,2023-09-16T07:50:00Z
INT-105757,CUST-10540,PROD-023,View,2023-09-16T09:42:00Z
INT-101554,CUST-10658,PROD-044,View,2023-09-16T10:07:00Z
INT-105940,CUST-10941,PROD-032,View,2023-09-16T10:41:00Z
INT-104285,CUST-10867,PROD-039,View,2023-09-16T13:34:00Z
INT-109974,CUST-10008,PROD-038,View,2023-09-16T13:51:00Z
INT-118395,CUST-10240,PROD-037,CartAdd,2023-09-16T17:24:00Z
INT-105820,CUST-10838,PROD-019,View,2023-09-16T20:30:00Z
INT-118709,CUST-10268,PROD-033,CartAdd,2023-09-16T22:12:00Z
INT-101152,CUST-10329,PROD-031,View,2023-09-17T04:49:00Z
INT-106403,CUST-10030,PROD-026,Wishlist,2023-09-17T06:14:00Z
INT-103635,CUST-10283,PROD-008,Wishlist,2023-09-17T09:38:00Z
INT-104861,CUST-10534,PROD-025,View,2023-09-17T15:30:00Z
INT-112352,CUST-10069,PROD-050,View,2023-09-17T16:07:00Z
INT-113361,CUST-10101,PROD-043,CartAdd,2023-09-17T22:47:00Z
INT-109906,CUST-10250,PROD-005,View,2023-09-18T02:58:00Z
INT-107865,CUST-10903,PROD-021,CartAdd,2023-09-18T08:38:00Z
INT-101127,CUST-10982,PROD-018,View,2023-09-18T09:53:00Z
INT-111599,CUST-10833,PROD-021,View,2023-09-18T10:00:00Z
INT-107312,CUST-10434,PROD-012,Wishlist,2023-09-18T11:03:00Z
INT-117584,CUST-10175,PROD-046,Wishlist,2023-09-18T14:59:00Z
INT-111189,CUST-10576,PROD-021,View,2023-09-18T18:11:00Z
INT-117715,CUST-10083,PROD-016,CartAdd,2023-09-19T08:38:00Z
INT-112404,CUST-10928,PROD-021,View,2023-09-19T10:31:00Z
INT-116471,CUST-10532,PROD-018,View,2023-09-19T12:47:00Z
INT-111584,CUST-10778,PROD-007,View,2023-09-19T13:14:00Z
INT-118186,CUST-10804,PROD-048,View,2023-09-19T14:15:00Z
INT-106285,CUST-10150,PROD-001,View,2023-09-19T14:38:00Z
INT-111254,CUST-10276,PROD-018,View,2023-09-19T15:50:00Z
INT-119325,CUST-10391,PROD-018,View,2023-09-19T21:07:00Z
INT-111838,CUST-10744,PROD-037,View,2023-09-19T21:52:00Z
INT-102902,CUST-10823,PROD-005,View,2023-09-20T00:28:00Z
INT-107138,CUST-10499,PROD-043,View,2023-09-20T03:05:00Z
INT-114191,CUST-10881,PROD-023,View,2023-09-20T07:43:00Z
INT-106909,CUST-10575,PROD-015,View,2023-09-20T11:21:00Z
INT-112024,CUST-10729,PROD-034,View,2023-09-20T12:50:00Z
INT-112333,CUST-10725,PROD-045,View,2023-09-20T13:24:00Z
INT-109426,CUST-10535,PROD-036,View,2023-09-20T16:35:00Z
INT-107125,CUST-10151,PROD-024,View,2023-09-20T21:51:00Z
INT-105546,CUST-10181,PROD-028,View,2023-09-20T23:59:00Z
INT-117067,CUST-10322,PROD-026,View,2023-09-21T01:17:00Z
INT-106756,CUST-10481,PROD-050,View,2023-09-21T04:03:00Z
INT-101286,CUST-10795,PROD-021,Wishlist,2023-09-21T04:50:00Z
INT-117976,CUST-10794,PROD-034,View,2023-09-21T06:25:00Z
INT-100847,CUST-10510,PROD-013,View,2023-09-21T07:04:00Z
INT-100209,CUST-10667,PROD-018,View,2023-09-21T09:14:00Z
INT-106062,CUST-10819,PROD-036,View,2023-09-21T09:35:00Z
INT-109588,CUST-10027,PROD-001,View,2023-09-21T10:38:00Z
INT-110863,CUST-10655,PROD-036,View,2023-09-21T10:50:00Z
INT-112856,CUST-10996,PROD-019,Wishlist,2023-09-21T13:37:00Z
INT-113843,CUST-10725,PROD-020,View,2023-09-21T15:09:00Z
INT-117037,CUST-10816,PROD-022,View,2023-09-21T22:32:00Z
INT-113615,CUST-10094,PROD-004,View,2023-09-22T02:01:00Z
INT-105297,CUST-10588,PROD-032,View,2023-09-22T02:05:00Z
INT-119621,CUST-10233,PROD-028,Wishlist,2023-09-22T03:54:00Z
INT-115407,CUST-10427,PROD-022,View,2023-09-22T04:21:00Z
INT-102447,CUST-10937,PROD-038,Wishlist,2023-09-22T04:24:00Z
INT-114695,CUST-10929,PROD-012,View,2023-09-22T07:18:00Z
INT-110663,CUST-10072,PROD-039,View,2023-09-22T08:52:00Z
INT-114044,CUST-10631,PROD-032,View,2023-09-22T11:24:00Z
INT-117842,CUST-10369,PROD-030,CartAdd,2023-09-22T12:43:00Z
INT-117279,CUST-10088,PROD-029,View,2023-09-22T13:59:00Z
INT-110454,CUST-10427,PROD-022,Wishlist,2023-09-22T14:01:00Z
INT-103675,CUST-10937,PROD-032,View,2023-09-22T15:20:00Z
INT-115512,CUST-10685,PROD-022,View,2023-09-22T15:58:00Z
INT-118707,CUST-10111,PROD-037,View,2023-09-22T16:28:00Z
INT-107329,CUST-10944,PROD-040,CartAdd,2023-09-22T16:41:00Z
INT-100651,CUST-10873,PROD-002,View,2023-09-22T21:22:00Z
INT-100396,CUST-10466,PROD-048,Wishlist,2023-09-22T21:25:00Z
INT-110305,CUST-10475,PROD-007,View,2023-09-22T22:17:00Z
INT-114585,CUST-10403,PROD-006,CartAdd,2023-09-23T03:15:00Z
INT-107781,CUST-10688,PROD-019,View,2023-09-23T03:51:00Z
INT-104595,CUST-10530,PROD-032,CartAdd,2023-09-23T04:33:00Z
INT-110212,CUST-10083,PROD-012,Wishlist,2023-09-23T04:43:00Z
INT-108899,CUST-10857,PROD-005,View,2023-09-23T11:33:00Z
INT-103841,CUST-10405,PROD-034,View,2023-09-23T11:42:00Z
INT-115624,CUST-10239,PROD-014,View,2023-09-23T12:16:00Z
INT-101276,CUST-10358,PROD-013,CartAdd,2023-09-23T14:12:00Z
INT-109546,CUST-10605,PROD-048,View,2023-09-23T16:02:00Z
INT-103167,CUST-10554,PROD-027,CartAdd,2023-09-23T20:48:00Z
INT-100843,CUST-10955,PROD-033,View,2023-09-23T22:08:00Z
INT-115802,CUST-10613,PROD-038,View,2023-09-24T00:48:00Z
INT-113251,CUST-10423,PROD-008,View,2023-09-24T02:04:00Z
INT-106378,CUST-10399,PROD-043,View,2023-09-24T05:54:00Z
INT-117303,CUST-10434,PROD-006,View,2023-09-24T09:32:00Z
INT-109912,CUST-10390,PROD-004,View,2023-09-24T11:36:00Z
INT-108151,CUST-10167,PROD-028,View,2023-09-24T12:34:00Z
INT-109558,CUST-10925,PROD-039,View,2023-09-24T14:33:00Z
INT-109836,CUST-10459,PROD-030,View,2023-09-24T14:59:00Z
INT-107853,CUST-10747,PROD-029,View,2023-09-24T19:19:00Z
INT-107465,CUST-10204,PROD-001,Wishlist,2023-09-24T23:09:00Z
INT-104280,CUST-10849,PROD-032,CartAdd,2023-09-24T23:25:00Z
INT-109883,CUST-10243,PROD-018,View,2023-09-25T00:26:00Z
INT-101491,CUST-10774,PROD-038,View,2023-09-25T00:27:00Z
INT-101445,CUST-10264,PROD-031,CartAdd,2023-09-25T08:57:00Z
INT-101408,CUST-10705,PROD-047,Wishlist,2023-09-25T11:13:00Z
INT-117508,CUST-10119,PROD-001,View,2023-09-25T11:32:00Z
INT-111014,CUST-10649,PROD-034,View,2023-09-25T16:08:00Z
INT-111309,CUST-10189,PROD-008,View,2023-09-25T17:36:00Z
INT-108901,CUST-10548,PROD-035,View,2023-09-25T18:10:00Z
INT-114703,CUST-10687,PROD-038,View,2023-09-25T19:06:00Z
INT-110781,CUST-10979,PROD-039,View,2023-09-25T21:25:00Z
INT-101934,CUST-10192,PROD-043,View,2023-09-26T01:57:00Z
INT-111858,CUST-10048,PROD-019,View,2023-09-26T05:26:00Z
INT-104221,CUST-10889,PROD-043,View,2023-09-26T07:23:00Z
INT-113506,CUST-10640,PROD-018,View,2023-09-26T07:59:00Z
INT-118848,CUST-10606,PROD-026,View,2023-09-26T08:52:00Z
INT-112879,CUST-10130,PROD-015,CartAdd,2023-09-26T09:10:00Z
INT-106871,CUST-10307,PROD-020,View,2023-09-26T11:54:00Z
INT-107888,CUST-10171,PROD-046,CartAdd,2023-09-26T15:41:00Z
INT-108829,CUST-10899,PROD-040,View,2023-09-26T20:12:00Z
INT-105395,CUST-10887,PROD-041,View,2023-09-26T22:58:00Z
INT-102695,CUST-10298,PROD-019,View,2023-09-27T00:53:00Z
INT-114612,CUST-10550,PROD-005,View,2023-09-27T03:55:00Z
INT-114451,CUST-10092,PROD-001,View,2023-09-27T06:15:00Z
INT-117783,CUST-10899,PROD-036,View,2023-09-27T08:47:00Z
INT-113701,CUST-10488,PROD-016,View,2023-09-27T09:06:00Z
INT-118451,CUST-10454,PROD-043,Wishlist,2023-09-27T15:00:00Z
INT-107492,CUST-10456,PROD-042,View,2023-09-27T16:31:00Z
INT-102340,CUST-10629,PROD-021,View,2023-09-27T18:08:00Z
