CaseId,CustomerId,Subject,Category,Channel,Priority,Status,SatisfactionScore,CreatedDate,ResolvedDate
CASE-500114,CUST-10178,Voucher de Gift Card com código inválido,Resgate/Entrega,Chat Web,High,Resolved,1,2025-01-11T02:23:00Z,2025-01-13T02:23:00Z
CASE-500304,CUST-10452,Voucher de Gift Card com código inválido,Resgate/Entrega,WhatsApp,Medium,Resolved,4,2025-01-12T08:35:00Z,2025-01-13T08:35:00Z
CASE-500074,CUST-10115,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,App Livelo,High,Escalated,1,2025-01-18T02:49:00Z,
CASE-500057,CUST-10088,Produto entregue com avaria/defeito,Resgate/Entrega,Telefone,High,Closed,1,2025-01-18T23:09:00Z,2025-01-27T23:09:00Z
CASE-500130,CUST-10203,Dúvida sobre validade dos pontos expirando,Atendimento,Chat Web,High,Closed,2,2025-01-21T06:56:00Z,2025-01-29T06:56:00Z
CASE-500254,CUST-10371,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Chat Web,Low,Resolved,2,2025-01-25T23:46:00Z,2025-01-30T23:46:00Z
CASE-500376,CUST-10550,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Telefone,High,Resolved,4,2025-01-26T03:54:00Z,2025-01-30T03:54:00Z
CASE-500025,CUST-10042,Alteração de endereço de entrega de pedido,Resgate/Entrega,Telefone,Medium,Closed,5,2025-01-27T03:49:00Z,2025-02-01T03:49:00Z
CASE-500432,CUST-10622,Produto entregue com avaria/defeito,Resgate/Entrega,Reclame Aqui,Medium,In Progress,3,2025-01-30T02:03:00Z,
CASE-500188,CUST-10274,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,WhatsApp,Low,Resolved,5,2025-01-30T14:46:00Z,2025-02-07T14:46:00Z
CASE-500092,CUST-10143,Produto entregue com avaria/defeito,Resgate/Entrega,Chat Web,Low,Resolved,5,2025-01-31T10:02:00Z,2025-02-02T10:02:00Z
CASE-500201,CUST-10295,Solicitação de estorno de taxa de transferência,Financeiro,Telefone,Low,Resolved,4,2025-02-01T21:13:00Z,2025-02-07T21:13:00Z
CASE-500660,CUST-10934,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,WhatsApp,Low,Closed,3,2025-02-02T05:35:00Z,2025-02-07T05:35:00Z
CASE-500508,CUST-10714,Produto entregue com avaria/defeito,Resgate/Entrega,Chat Web,Critical,Resolved,1,2025-02-03T01:25:00Z,2025-02-11T01:25:00Z
CASE-500386,CUST-10566,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,WhatsApp,Medium,Closed,2,2025-02-05T14:48:00Z,2025-02-10T14:48:00Z
CASE-500310,CUST-10460,Produto entregue com avaria/defeito,Resgate/Entrega,Reclame Aqui,Medium,Closed,1,2025-02-05T18:04:00Z,2025-02-10T18:04:00Z
CASE-500640,CUST-10905,Atraso na entrega de produto resgatado,Resgate/Entrega,WhatsApp,Low,Closed,5,2025-02-05T22:15:00Z,2025-02-08T22:15:00Z
CASE-500580,CUST-10835,Voucher de Gift Card com código inválido,Resgate/Entrega,Telefone,Low,Closed,5,2025-02-05T23:35:00Z,2025-02-13T23:35:00Z
CASE-500064,CUST-10095,Alteração de endereço de entrega de pedido,Resgate/Entrega,App Livelo,Low,Closed,4,2025-02-08T15:54:00Z,2025-02-12T15:54:00Z
CASE-500427,CUST-10614,Atraso na entrega de produto resgatado,Resgate/Entrega,Telefone,Critical,Resolved,1,2025-02-08T21:40:00Z,2025-02-18T21:40:00Z
CASE-500412,CUST-10601,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Telefone,Medium,Resolved,2,2025-02-09T06:14:00Z,2025-02-18T06:14:00Z
CASE-500556,CUST-10793,Pontos não creditados após compra parceira,Pontuação/Acúmulo,App Livelo,Low,Resolved,5,2025-02-09T12:15:00Z,2025-02-10T12:15:00Z
CASE-500691,CUST-10971,Alteração de endereço de entrega de pedido,Resgate/Entrega,Chat Web,Low,Closed,4,2025-02-12T15:01:00Z,2025-02-16T15:01:00Z
CASE-500301,CUST-10446,Voucher de Gift Card com código inválido,Resgate/Entrega,WhatsApp,High,Closed,2,2025-02-14T23:05:00Z,2025-02-15T23:05:00Z
CASE-500348,CUST-10512,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Reclame Aqui,Low,Closed,5,2025-02-16T09:32:00Z,2025-02-24T09:32:00Z
CASE-500603,CUST-10861,Produto entregue com avaria/defeito,Resgate/Entrega,Chat Web,Medium,Closed,5,2025-02-17T11:13:00Z,2025-02-22T11:13:00Z
CASE-500261,CUST-10384,Solicitação de estorno de taxa de transferência,Financeiro,Chat Web,Medium,Closed,5,2025-02-19T08:24:00Z,2025-02-20T08:24:00Z
CASE-500585,CUST-10841,Dúvida sobre validade dos pontos expirando,Atendimento,Telefone,Critical,Closed,1,2025-02-20T20:09:00Z,2025-02-22T20:09:00Z
CASE-500512,CUST-10718,Voucher de Gift Card com código inválido,Resgate/Entrega,WhatsApp,Medium,Closed,5,2025-02-21T13:31:00Z,2025-02-26T13:31:00Z
CASE-500026,CUST-10043,Pontos não creditados após compra parceira,Pontuação/Acúmulo,WhatsApp,Critical,Closed,4,2025-02-21T14:05:00Z,2025-02-25T14:05:00Z
CASE-500409,CUST-10598,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Reclame Aqui,Medium,Closed,4,2025-02-22T12:04:00Z,2025-02-27T12:04:00Z
CASE-500542,CUST-10771,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Reclame Aqui,High,Closed,1,2025-02-22T12:28:00Z,2025-02-27T12:28:00Z
CASE-500417,CUST-10604,Dúvida sobre validade dos pontos expirando,Atendimento,WhatsApp,High,In Progress,2,2025-02-23T07:39:00Z,
CASE-500653,CUST-10929,Produto entregue com avaria/defeito,Resgate/Entrega,Reclame Aqui,High,Closed,1,2025-02-27T05:42:00Z,2025-03-07T05:42:00Z
CASE-500182,CUST-10263,Pontos não creditados após compra parceira,Pontuação/Acúmulo,App Livelo,High,Escalated,1,2025-03-02T03:00:00Z,
CASE-500243,CUST-10349,Alteração de endereço de entrega de pedido,Resgate/Entrega,WhatsApp,High,In Progress,2,2025-03-05T01:34:00Z,
CASE-500680,CUST-10958,Produto entregue com avaria/defeito,Resgate/Entrega,WhatsApp,Low,Resolved,4,2025-03-08T22:13:00Z,2025-03-11T22:13:00Z
CASE-500008,CUST-10017,Atraso na entrega de produto resgatado,Resgate/Entrega,App Livelo,High,Resolved,1,2025-03-11T01:04:00Z,2025-03-16T01:04:00Z
CASE-500274,CUST-10401,Voucher de Gift Card com código inválido,Resgate/Entrega,App Livelo,Medium,Resolved,4,2025-03-11T13:03:00Z,2025-03-20T13:03:00Z
CASE-500414,CUST-10603,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Chat Web,Low,Closed,5,2025-03-14T03:35:00Z,2025-03-20T03:35:00Z
CASE-500614,CUST-10879,Voucher de Gift Card com código inválido,Resgate/Entrega,Telefone,Low,Closed,3,2025-03-14T09:10:00Z,2025-03-19T09:10:00Z
CASE-500593,CUST-10848,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Telefone,High,Escalated,3,2025-03-14T10:48:00Z,
CASE-500160,CUST-10238,Solicitação de estorno de taxa de transferência,Financeiro,Reclame Aqui,Medium,Closed,5,2025-03-15T22:34:00Z,2025-03-20T22:34:00Z
CASE-500597,CUST-10850,Solicitação de estorno de taxa de transferência,Financeiro,Telefone,Medium,Escalated,3,2025-03-18T11:33:00Z,
CASE-500297,CUST-10442,Solicitação de estorno de taxa de transferência,Financeiro,Chat Web,High,Escalated,2,2025-03-23T03:09:00Z,
CASE-500361,CUST-10529,Produto entregue com avaria/defeito,Resgate/Entrega,Chat Web,High,Resolved,2,2025-03-23T09:45:00Z,2025-04-02T09:45:00Z
CASE-500284,CUST-10416,Solicitação de estorno de taxa de transferência,Financeiro,Chat Web,Medium,Resolved,3,2025-03-24T03:49:00Z,2025-03-30T03:49:00Z
CASE-500486,CUST-10694,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Telefone,High,Closed,4,2025-03-26T06:06:00Z,2025-03-27T06:06:00Z
CASE-500617,CUST-10887,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,App Livelo,Medium,Resolved,4,2025-03-27T19:14:00Z,2025-04-03T19:14:00Z
CASE-500379,CUST-10557,Dúvida sobre validade dos pontos expirando,Atendimento,Reclame Aqui,Medium,Resolved,4,2025-03-28T19:40:00Z,2025-04-05T19:40:00Z
CASE-500686,CUST-10963,Atraso na entrega de produto resgatado,Resgate/Entrega,Telefone,Medium,Resolved,4,2025-03-30T06:26:00Z,2025-04-07T06:26:00Z
CASE-500445,CUST-10643,Voucher de Gift Card com código inválido,Resgate/Entrega,WhatsApp,Medium,Escalated,3,2025-04-07T10:36:00Z,
CASE-500440,CUST-10636,Produto entregue com avaria/defeito,Resgate/Entrega,WhatsApp,High,Closed,5,2025-04-07T14:34:00Z,2025-04-14T14:34:00Z
CASE-500548,CUST-10776,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,WhatsApp,Low,Closed,5,2025-04-09T00:49:00Z,2025-04-11T00:49:00Z
CASE-500314,CUST-10466,Solicitação de estorno de taxa de transferência,Financeiro,Telefone,Low,Resolved,5,2025-04-09T13:27:00Z,2025-04-16T13:27:00Z
CASE-500260,CUST-10378,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Reclame Aqui,Medium,Closed,4,2025-04-12T10:06:00Z,2025-04-19T10:06:00Z
CASE-500697,CUST-10982,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,App Livelo,High,Closed,2,2025-04-12T20:28:00Z,2025-04-20T20:28:00Z
CASE-500673,CUST-10951,Produto entregue com avaria/defeito,Resgate/Entrega,WhatsApp,Medium,Closed,3,2025-04-13T23:15:00Z,2025-04-20T23:15:00Z
CASE-500147,CUST-10224,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,WhatsApp,High,Resolved,1,2025-04-14T07:24:00Z,2025-04-22T07:24:00Z
CASE-500198,CUST-10290,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Chat Web,Low,Closed,5,2025-04-14T21:51:00Z,2025-04-15T21:51:00Z
CASE-500142,CUST-10222,Solicitação de estorno de taxa de transferência,Financeiro,App Livelo,High,Escalated,2,2025-04-16T02:39:00Z,
CASE-500250,CUST-10364,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Telefone,Low,Closed,5,2025-04-16T11:54:00Z,2025-04-23T11:54:00Z
CASE-500578,CUST-10834,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Chat Web,High,In Progress,1,2025-04-17T00:00:00Z,
CASE-500429,CUST-10616,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,WhatsApp,Medium,Closed,4,2025-04-17T11:23:00Z,2025-04-27T11:23:00Z
CASE-500002,CUST-10007,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,App Livelo,Low,Closed,4,2025-04-18T09:20:00Z,2025-04-26T09:20:00Z
CASE-500583,CUST-10837,Alteração de endereço de entrega de pedido,Resgate/Entrega,WhatsApp,Critical,Closed,2,2025-04-19T05:45:00Z,2025-04-27T05:45:00Z
CASE-500567,CUST-10817,Atraso na entrega de produto resgatado,Resgate/Entrega,Chat Web,Low,Resolved,5,2025-04-19T11:25:00Z,2025-04-25T11:25:00Z
CASE-500636,CUST-10902,Produto entregue com avaria/defeito,Resgate/Entrega,WhatsApp,Medium,Escalated,2,2025-04-19T19:43:00Z,
CASE-500318,CUST-10471,Dúvida sobre validade dos pontos expirando,Atendimento,Telefone,Medium,Resolved,1,2025-04-21T06:10:00Z,2025-04-25T06:10:00Z
CASE-500581,CUST-10836,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Telefone,High,Escalated,1,2025-04-22T15:30:00Z,
CASE-500534,CUST-10752,Produto entregue com avaria/defeito,Resgate/Entrega,Chat Web,Critical,Closed,1,2025-04-24T16:48:00Z,2025-04-27T16:48:00Z
CASE-500095,CUST-10148,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,WhatsApp,Medium,Closed,1,2025-04-25T11:20:00Z,2025-05-02T11:20:00Z
CASE-500104,CUST-10158,Atraso na entrega de produto resgatado,Resgate/Entrega,Chat Web,High,Escalated,1,2025-04-26T07:28:00Z,
CASE-500433,CUST-10622,Alteração de endereço de entrega de pedido,Resgate/Entrega,App Livelo,Low,Closed,5,2025-05-01T02:06:00Z,2025-05-10T02:06:00Z
CASE-500138,CUST-10216,Atraso na entrega de produto resgatado,Resgate/Entrega,App Livelo,High,In Progress,3,2025-05-06T18:53:00Z,
CASE-500346,CUST-10509,Alteração de endereço de entrega de pedido,Resgate/Entrega,Reclame Aqui,Low,Closed,5,2025-05-07T07:04:00Z,2025-05-14T07:04:00Z
CASE-500458,CUST-10661,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Chat Web,High,Closed,5,2025-05-08T01:44:00Z,2025-05-10T01:44:00Z
CASE-500406,CUST-10596,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Chat Web,Low,Closed,4,2025-05-13T07:19:00Z,2025-05-20T07:19:00Z
CASE-500118,CUST-10186,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,App Livelo,Low,Resolved,4,2025-05-14T10:14:00Z,2025-05-22T10:14:00Z
CASE-500169,CUST-10251,Solicitação de estorno de taxa de transferência,Financeiro,Chat Web,Low,Closed,4,2025-05-17T01:44:00Z,2025-05-19T01:44:00Z
CASE-500327,CUST-10483,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Reclame Aqui,Medium,Escalated,2,2025-05-20T15:52:00Z,
CASE-500643,CUST-10916,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Reclame Aqui,High,Closed,1,2025-05-20T17:31:00Z,2025-05-23T17:31:00Z
CASE-500566,CUST-10814,Voucher de Gift Card com código inválido,Resgate/Entrega,Telefone,Medium,Closed,4,2025-05-22T14:56:00Z,2025-05-25T14:56:00Z
CASE-500464,CUST-10668,Alteração de endereço de entrega de pedido,Resgate/Entrega,WhatsApp,Medium,Closed,4,2025-05-25T03:06:00Z,2025-05-31T03:06:00Z
CASE-500465,CUST-10668,Produto entregue com avaria/defeito,Resgate/Entrega,Telefone,Low,Resolved,5,2025-05-29T19:19:00Z,2025-06-01T19:19:00Z
CASE-500224,CUST-10328,Solicitação de estorno de taxa de transferência,Financeiro,Reclame Aqui,Critical,Closed,1,2025-05-31T13:49:00Z,2025-06-10T13:49:00Z
CASE-500076,CUST-10115,Alteração de endereço de entrega de pedido,Resgate/Entrega,App Livelo,Critical,Resolved,2,2025-05-31T22:45:00Z,2025-06-08T22:45:00Z
CASE-500571,CUST-10821,Dúvida sobre validade dos pontos expirando,Atendimento,App Livelo,Low,Closed,4,2025-06-02T02:27:00Z,2025-06-09T02:27:00Z
CASE-500472,CUST-10677,Pontos não creditados após compra parceira,Pontuação/Acúmulo,App Livelo,Low,Closed,5,2025-06-02T05:45:00Z,2025-06-06T05:45:00Z
CASE-500042,CUST-10067,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Reclame Aqui,High,Escalated,1,2025-06-06T07:04:00Z,
CASE-500485,CUST-10693,Alteração de endereço de entrega de pedido,Resgate/Entrega,Reclame Aqui,Low,Closed,4,2025-06-06T08:41:00Z,2025-06-13T08:41:00Z
CASE-500630,CUST-10894,Produto entregue com avaria/defeito,Resgate/Entrega,WhatsApp,Medium,Resolved,1,2025-06-10T14:11:00Z,2025-06-12T14:11:00Z
CASE-500510,CUST-10714,Dúvida sobre validade dos pontos expirando,Atendimento,Reclame Aqui,Medium,Resolved,3,2025-06-13T03:41:00Z,2025-06-14T03:41:00Z
CASE-500165,CUST-10244,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,WhatsApp,Medium,In Progress,2,2025-06-13T20:08:00Z,
CASE-500108,CUST-10169,Voucher de Gift Card com código inválido,Resgate/Entrega,Chat Web,Medium,Closed,4,2025-06-14T05:29:00Z,2025-06-24T05:29:00Z
CASE-500143,CUST-10222,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Telefone,Low,Closed,1,2025-06-17T09:41:00Z,2025-06-27T09:41:00Z
CASE-500055,CUST-10088,Voucher de Gift Card com código inválido,Resgate/Entrega,Telefone,Medium,Escalated,1,2025-06-17T22:56:00Z,
CASE-500498,CUST-10705,Dúvida sobre validade dos pontos expirando,Atendimento,App Livelo,Medium,In Progress,4,2025-06-20T14:09:00Z,
CASE-500242,CUST-10349,Dúvida sobre validade dos pontos expirando,Atendimento,Telefone,High,Resolved,1,2025-06-24T10:29:00Z,2025-06-28T10:29:00Z
CASE-500549,CUST-10778,Solicitação de estorno de taxa de transferência,Financeiro,WhatsApp,Low,Closed,4,2025-06-24T17:59:00Z,2025-07-01T17:59:00Z
CASE-500303,CUST-10449,Solicitação de estorno de taxa de transferência,Financeiro,Telefone,Low,Resolved,5,2025-06-24T21:18:00Z,2025-07-02T21:18:00Z
CASE-500442,CUST-10640,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,WhatsApp,Low,Resolved,4,2025-06-25T02:08:00Z,2025-07-04T02:08:00Z
CASE-500438,CUST-10630,Atraso na entrega de produto resgatado,Resgate/Entrega,Telefone,Low,Resolved,4,2025-06-25T18:30:00Z,2025-07-03T18:30:00Z
CASE-500594,CUST-10848,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Chat Web,Low,Closed,1,2025-06-27T06:54:00Z,2025-07-02T06:54:00Z
CASE-500696,CUST-10981,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,App Livelo,Medium,Closed,4,2025-06-28T10:19:00Z,2025-07-08T10:19:00Z
CASE-500209,CUST-10314,Pontos não creditados após compra parceira,Pontuação/Acúmulo,App Livelo,High,In Progress,2,2025-06-29T07:31:00Z,
CASE-500364,CUST-10533,Produto entregue com avaria/defeito,Resgate/Entrega,Telefone,Low,Resolved,5,2025-07-01T16:34:00Z,2025-07-05T16:34:00Z
CASE-500050,CUST-10077,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,WhatsApp,High,Resolved,5,2025-07-02T08:12:00Z,2025-07-09T08:12:00Z
CASE-500125,CUST-10193,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Reclame Aqui,Low,Closed,5,2025-07-06T01:31:00Z,2025-07-07T01:31:00Z
CASE-500252,CUST-10370,Atraso na entrega de produto resgatado,Resgate/Entrega,App Livelo,Low,Closed,1,2025-07-08T13:49:00Z,2025-07-16T13:49:00Z
CASE-500103,CUST-10158,Dúvida sobre validade dos pontos expirando,Atendimento,Telefone,High,Resolved,2,2025-07-09T18:17:00Z,2025-07-16T18:17:00Z
CASE-500158,CUST-10236,Alteração de endereço de entrega de pedido,Resgate/Entrega,App Livelo,Critical,Resolved,1,2025-07-10T00:35:00Z,2025-07-14T00:35:00Z
CASE-500476,CUST-10683,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Reclame Aqui,Medium,Closed,4,2025-07-10T21:24:00Z,2025-07-11T21:24:00Z
CASE-500296,CUST-10436,Atraso na entrega de produto resgatado,Resgate/Entrega,Chat Web,High,Resolved,1,2025-07-13T08:43:00Z,2025-07-22T08:43:00Z
CASE-500241,CUST-10347,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Telefone,High,Closed,2,2025-07-13T12:27:00Z,2025-07-16T12:27:00Z
CASE-500054,CUST-10084,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,App Livelo,Critical,In Progress,2,2025-07-16T16:56:00Z,
CASE-500280,CUST-10406,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Telefone,High,Escalated,2,2025-07-18T19:38:00Z,
CASE-500557,CUST-10795,Pontos não creditados após compra parceira,Pontuação/Acúmulo,App Livelo,Low,Closed,4,2025-07-19T11:26:00Z,2025-07-24T11:26:00Z
CASE-500183,CUST-10264,Atraso na entrega de produto resgatado,Resgate/Entrega,App Livelo,High,Resolved,1,2025-07-21T03:17:00Z,2025-07-22T03:17:00Z
CASE-500553,CUST-10786,Dúvida sobre validade dos pontos expirando,Atendimento,App Livelo,Critical,Closed,1,2025-07-21T21:16:00Z,2025-07-28T21:16:00Z
CASE-500518,CUST-10731,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Chat Web,Low,Closed,5,2025-07-23T11:00:00Z,2025-08-01T11:00:00Z
CASE-500359,CUST-10525,Produto entregue com avaria/defeito,Resgate/Entrega,WhatsApp,Critical,Closed,1,2025-07-23T11:08:00Z,2025-07-28T11:08:00Z
CASE-500625,CUST-10892,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Reclame Aqui,Medium,Closed,5,2025-07-24T18:34:00Z,2025-08-02T18:34:00Z
CASE-500685,CUST-10962,Dúvida sobre validade dos pontos expirando,Atendimento,App Livelo,Low,Closed,5,2025-07-27T04:21:00Z,2025-07-28T04:21:00Z
CASE-500268,CUST-10392,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Chat Web,Low,Closed,4,2025-07-28T03:50:00Z,2025-07-30T03:50:00Z
CASE-500144,CUST-10222,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Reclame Aqui,High,Resolved,1,2025-07-28T12:10:00Z,2025-08-02T12:10:00Z
CASE-500629,CUST-10894,Pontos não creditados após compra parceira,Pontuação/Acúmulo,App Livelo,Medium,Resolved,1,2025-07-29T18:55:00Z,2025-08-01T18:55:00Z
CASE-500245,CUST-10354,Produto entregue com avaria/defeito,Resgate/Entrega,Chat Web,Medium,Resolved,1,2025-07-30T09:08:00Z,2025-07-31T09:08:00Z
CASE-500437,CUST-10630,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Reclame Aqui,Low,Closed,5,2025-07-30T20:42:00Z,2025-08-03T20:42:00Z
CASE-500123,CUST-10191,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,App Livelo,Medium,Closed,5,2025-08-03T08:01:00Z,2025-08-05T08:01:00Z
CASE-500515,CUST-10724,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Reclame Aqui,Critical,Resolved,3,2025-08-06T06:44:00Z,2025-08-11T06:44:00Z
CASE-500555,CUST-10791,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Reclame Aqui,Low,Closed,5,2025-08-07T17:01:00Z,2025-08-16T17:01:00Z
CASE-500278,CUST-10406,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,App Livelo,High,Escalated,3,2025-08-09T00:06:00Z,
CASE-500641,CUST-10913,Alteração de endereço de entrega de pedido,Resgate/Entrega,Chat Web,Critical,Resolved,4,2025-08-13T13:21:00Z,2025-08-19T13:21:00Z
CASE-500171,CUST-10256,Voucher de Gift Card com código inválido,Resgate/Entrega,Chat Web,High,In Progress,1,2025-08-13T23:16:00Z,
CASE-500300,CUST-10446,Produto entregue com avaria/defeito,Resgate/Entrega,WhatsApp,Low,Closed,2,2025-08-14T12:55:00Z,2025-08-22T12:55:00Z
CASE-500139,CUST-10216,Pontos não creditados após compra parceira,Pontuação/Acúmulo,App Livelo,Low,Resolved,1,2025-08-14T17:57:00Z,2025-08-17T17:57:00Z
CASE-500237,CUST-10346,Voucher de Gift Card com código inválido,Resgate/Entrega,Reclame Aqui,High,Closed,1,2025-08-15T01:29:00Z,2025-08-22T01:29:00Z
CASE-500041,CUST-10067,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Reclame Aqui,High,Resolved,1,2025-08-16T19:02:00Z,2025-08-25T19:02:00Z
CASE-500115,CUST-10178,Dúvida sobre validade dos pontos expirando,Atendimento,Chat Web,High,Closed,1,2025-08-17T09:04:00Z,2025-08-22T09:04:00Z
CASE-500324,CUST-10477,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Telefone,Medium,Closed,4,2025-08-18T09:24:00Z,2025-08-20T09:24:00Z
CASE-500538,CUST-10759,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,WhatsApp,High,In Progress,2,2025-08-19T02:52:00Z,
CASE-500589,CUST-10845,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Telefone,Low,Resolved,1,2025-08-23T04:45:00Z,2025-08-27T04:45:00Z
CASE-500001,CUST-10001,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Telefone,Medium,Closed,5,2025-08-23T16:13:00Z,2025-08-25T16:13:00Z
CASE-500634,CUST-10900,Atraso na entrega de produto resgatado,Resgate/Entrega,Reclame Aqui,Low,Resolved,4,2025-08-27T14:23:00Z,2025-09-01T14:23:00Z
CASE-500664,CUST-10943,Dúvida sobre validade dos pontos expirando,Atendimento,WhatsApp,High,Escalated,2,2025-08-29T05:14:00Z,
CASE-500651,CUST-10920,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Telefone,Low,Closed,5,2025-08-29T23:31:00Z,2025-09-04T23:31:00Z
CASE-500044,CUST-10069,Dúvida sobre validade dos pontos expirando,Atendimento,Reclame Aqui,Critical,Closed,2,2025-08-30T12:11:00Z,2025-09-06T12:11:00Z
CASE-500690,CUST-10970,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Telefone,Low,Closed,5,2025-08-30T20:32:00Z,2025-09-04T20:32:00Z
CASE-500087,CUST-10129,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Chat Web,Low,Resolved,5,2025-08-31T04:28:00Z,2025-09-04T04:28:00Z
CASE-500157,CUST-10236,Pontos não creditados após compra parceira,Pontuação/Acúmulo,WhatsApp,High,Resolved,1,2025-09-06T22:21:00Z,2025-09-11T22:21:00Z
CASE-500436,CUST-10628,Produto entregue com avaria/defeito,Resgate/Entrega,Telefone,Low,Closed,3,2025-09-12T05:19:00Z,2025-09-19T05:19:00Z
CASE-500116,CUST-10179,Solicitação de estorno de taxa de transferência,Financeiro,Reclame Aqui,High,In Progress,2,2025-09-12T20:40:00Z,
CASE-500646,CUST-10917,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Reclame Aqui,Low,Closed,5,2025-09-18T01:16:00Z,2025-09-26T01:16:00Z
CASE-500704,CUST-10990,Solicitação de estorno de taxa de transferência,Financeiro,Chat Web,High,Closed,1,2025-09-19T21:09:00Z,2025-09-29T21:09:00Z
CASE-500210,CUST-10314,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,WhatsApp,High,In Progress,2,2025-09-20T21:38:00Z,
CASE-500248,CUST-10362,Atraso na entrega de produto resgatado,Resgate/Entrega,App Livelo,Low,Resolved,4,2025-09-21T21:08:00Z,2025-09-30T21:08:00Z
CASE-500669,CUST-10949,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,App Livelo,High,Resolved,1,2025-09-22T08:13:00Z,2025-09-28T08:13:00Z
CASE-500460,CUST-10662,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,WhatsApp,Low,Closed,4,2025-09-22T21:36:00Z,2025-09-27T21:36:00Z
CASE-500190,CUST-10275,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,App Livelo,Low,Closed,4,2025-09-23T08:41:00Z,2025-09-28T08:41:00Z
CASE-500501,CUST-10708,Solicitação de estorno de taxa de transferência,Financeiro,Reclame Aqui,Low,Closed,1,2025-09-25T15:26:00Z,2025-10-04T15:26:00Z
CASE-500635,CUST-10901,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,App Livelo,Medium,Resolved,4,2025-09-28T01:16:00Z,2025-09-29T01:16:00Z
CASE-500608,CUST-10873,Solicitação de estorno de taxa de transferência,Financeiro,Telefone,Medium,Closed,4,2025-09-30T17:17:00Z,2025-10-04T17:17:00Z
